step,train_loss,epoch
49,3.800461769104004,0
99,3.311706781387329,1
149,3.0193231105804443,2
199,2.7541394233703613,3
249,2.585087299346924,4
299,2.452583074569702,5
349,2.311293125152588,6
399,2.257096529006958,7
449,2.159954309463501,8
499,2.057462215423584,9
549,1.9833494424819946,10
599,1.933444857597351,11
649,1.8521788120269775,12
699,1.7927300930023193,13
749,1.726473331451416,14
799,1.6985775232315063,15
849,1.6634372472763062,16
899,1.6255677938461304,17
949,1.6327176094055176,18
999,1.6041103601455688,19
1049,1.5832836627960205,20
1099,1.5289900302886963,21
1149,1.5288033485412598,22
1199,1.531970500946045,23
1249,1.5225480794906616,24
1299,1.4823555946350098,25
1349,1.5297083854675293,26
1399,1.583429217338562,27
1449,1.5405511856079102,28
1499,1.5423614978790283,29
1549,1.5311932563781738,30
1599,1.5009682178497314,31
1649,1.499729871749878,32
1699,1.4146217107772827,33
1749,1.3906842470169067,34
1799,1.3883204460144043,35
1849,1.379795789718628,36
1899,1.3551424741744995,37
1949,1.3418333530426025,38
1999,1.3334312438964844,39
2049,1.3368170261383057,40
2099,1.327508568763733,41
2149,1.3046635389328003,42
2199,1.3035409450531006,43
2249,1.3018344640731812,44
2299,1.2711403369903564,45
2349,1.276710033416748,46
2399,1.259486198425293,47
2449,1.2572003602981567,48
2499,1.2348816394805908,49
2549,1.246303915977478,50
2599,1.206238031387329,51
2649,1.218105673789978,52
2699,1.1820038557052612,53
2749,1.188652515411377,54
2799,1.1677238941192627,55
2849,1.165736198425293,56
2899,1.1511129140853882,57
2949,1.1199833154678345,58
2999,1.0936179161071777,59
3049,1.066795825958252,60
3099,1.0572178363800049,61
3149,1.0847891569137573,62
3199,1.0567611455917358,63
3249,1.0255671739578247,64
3299,1.03609299659729,65
3349,1.0280561447143555,66
3399,1.071871280670166,67
3449,1.0374016761779785,68
3499,1.0322203636169434,69
3549,1.027014970779419,70
3599,1.0193161964416504,71
3649,1.0141644477844238,72
3699,0.9702816605567932,73
3749,1.0067311525344849,74
3799,0.9857062697410583,75
3849,1.0183290243148804,76
3899,0.991054356098175,77
3949,0.9757619500160217,78
3999,0.978668212890625,79
4049,0.9722241163253784,80
4099,0.9565516114234924,81
4149,0.9707078337669373,82
4199,0.964528501033783,83
4249,0.9427773356437683,84
4299,0.9340076446533203,85
4349,0.9467675685882568,86
4399,0.9346727728843689,87
4449,0.9353373646736145,88
4499,0.9285784959793091,89
4549,0.9268984794616699,90
4599,0.9464512467384338,91
4649,0.9219076037406921,92
4699,0.8828928470611572,93
4749,0.8980691432952881,94
4799,0.9031013250350952,95
4849,0.8892514109611511,96
4899,0.9076805710792542,97
4949,0.8502346873283386,98
4999,0.8683600425720215,99
