step,train_loss,epoch
49,4.234897136688232,0
99,3.303091049194336,1
149,3.010357618331909,2
199,2.988452196121216,3
249,2.817875385284424,4
299,2.8030591011047363,5
349,2.662653923034668,6
399,2.6014292240142822,7
449,2.4744553565979004,8
499,2.4120028018951416,9
