train_loss,epoch,step
2.5014150142669678,0,49
1.7749286890029907,1,99
1.1338335275650024,2,149
0.8900068402290344,3,199
0.8133630156517029,4,249
0.7740499377250671,5,299
0.5784852504730225,6,349
0.6794657111167908,7,399
0.49938639998435974,8,449
0.4917735159397125,9,499
0.39936915040016174,10,549
0.40720808506011963,11,599
0.29812633991241455,12,649
0.31745558977127075,13,699
0.24288594722747803,14,749
0.268591970205307,15,799
0.3562261462211609,16,849
0.2581900358200073,17,899
0.1452939361333847,18,949
0.207710862159729,19,999
0.14265555143356323,20,1049
0.18185220658779144,21,1099
0.23049697279930115,22,1149
0.15720538794994354,23,1199
0.03747359663248062,24,1249
-0.02232283167541027,25,1299
0.15049082040786743,26,1349
-0.048557233065366745,27,1399
-0.033162087202072144,28,1449
0.0693175345659256,29,1499
-0.010167896747589111,30,1549
0.037109289318323135,31,1599
-0.011136348359286785,32,1649
0.009982023388147354,33,1699
0.11501380056142807,34,1749
-0.0992051213979721,35,1799
-0.03071308322250843,36,1849
0.013987467624247074,37,1899
0.07272575050592422,38,1949
-0.0948391929268837,39,1999
-0.023682620376348495,40,2049
-0.06679034233093262,41,2099
0.02424526959657669,42,2149
-0.08295284956693649,43,2199
-0.15710674226284027,44,2249
-0.06630738079547882,45,2299
-0.25807932019233704,46,2349
-0.08745390921831131,47,2399
-0.060838159173727036,48,2449
-0.014207660220563412,49,2499
-0.21593809127807617,50,2549
-0.06562703847885132,51,2599
-0.17739562690258026,52,2649
-0.25169605016708374,53,2699
-0.24900193512439728,54,2749
-0.17357425391674042,55,2799
-0.15184623003005981,56,2849
-0.14447090029716492,57,2899
-0.1841883510351181,58,2949
-0.30923616886138916,59,2999
-0.2298700362443924,60,3049
-0.3686147630214691,61,3099
-0.32420748472213745,62,3149
-0.3609572649002075,63,3199
-0.25506919622421265,64,3249
-0.23788300156593323,65,3299
-0.32350048422813416,66,3349
-0.3637966513633728,67,3399
-0.3182744085788727,68,3449
-0.3484840393066406,69,3499
-0.2259618639945984,70,3549
-0.3488745391368866,71,3599
-0.35775139927864075,72,3649
-0.3020637631416321,73,3699
-0.3322639763355255,74,3749
-0.3710567355155945,75,3799
-0.4544753134250641,76,3849
-0.2851570248603821,77,3899
-0.37456148862838745,78,3949
-0.4019806981086731,79,3999
-0.3694280982017517,80,4049
-0.47819793224334717,81,4099
-0.3869326114654541,82,4149
-0.4278368353843689,83,4199
-0.4129408001899719,84,4249
-0.3744575083255768,85,4299
-0.38964444398880005,86,4349
-0.370586633682251,87,4399
-0.347596675157547,88,4449
-0.3794897496700287,89,4499
-0.48040398955345154,90,4549
-0.40669772028923035,91,4599
-0.4612765908241272,92,4649
-0.3779534101486206,93,4699
-0.45038267970085144,94,4749
-0.491268515586853,95,4799
-0.498206228017807,96,4849
-0.42964741587638855,97,4899
-0.4966975152492523,98,4949
-0.3665217459201813,99,4999
