step,train_loss,epoch
49,4.519618511199951,0
99,3.6914303302764893,1
149,3.401545524597168,2
199,3.2369208335876465,3
249,3.1133182048797607,4
299,3.0484511852264404,5
349,2.9555907249450684,6
399,2.858344316482544,7
449,2.819960117340088,8
499,2.784482002258301,9
