step,train_loss,epoch
49,5.276949882507324,0
99,4.560462951660156,1
149,4.233502388000488,2
199,4.077053070068359,3
249,3.9940662384033203,4
299,3.872027635574341,5
349,3.7233047485351562,6
399,3.816074848175049,7
449,3.612964391708374,8
499,3.6149914264678955,9
