train_loss,epoch,step
5.934210777282715,0,49
5.5642595291137695,1,99
5.407192230224609,2,149
5.233330249786377,3,199
5.0466508865356445,4,249
4.966318130493164,5,299
4.817550182342529,6,349
4.761929512023926,7,399
4.764430046081543,8,449
4.777617931365967,9,499
4.649596214294434,10,549
4.600467681884766,11,599
4.553483963012695,12,649
4.5199079513549805,13,699
4.504549980163574,14,749
4.480417251586914,15,799
4.4426445960998535,16,849
4.429418563842773,17,899
4.425666332244873,18,949
4.364920616149902,19,999
4.351735591888428,20,1049
4.348776817321777,21,1099
4.323852062225342,22,1149
4.314874649047852,23,1199
4.332468032836914,24,1249
4.342990875244141,25,1299
4.294920444488525,26,1349
4.256263256072998,27,1399
4.22876501083374,28,1449
4.224517345428467,29,1499
4.219533920288086,30,1549
4.176651477813721,31,1599
4.190151214599609,32,1649
4.2031331062316895,33,1699
4.170549392700195,34,1749
4.147037506103516,35,1799
4.147165298461914,36,1849
4.138425827026367,37,1899
4.128791809082031,38,1949
4.113959789276123,39,1999
4.295355319976807,40,2049
4.167658805847168,41,2099
4.1058573722839355,42,2149
4.11448860168457,43,2199
4.083768844604492,44,2249
4.079300403594971,45,2299
4.043637752532959,46,2349
4.0701398849487305,47,2399
4.037907123565674,48,2449
4.033671855926514,49,2499
4.019359588623047,50,2549
4.024135112762451,51,2599
4.013314723968506,52,2649
4.0106987953186035,53,2699
4.005197525024414,54,2749
4.018124580383301,55,2799
4.001422882080078,56,2849
3.973599433898926,57,2899
3.9792122840881348,58,2949
4.063136100769043,59,2999
4.083956718444824,60,3049
3.999607563018799,61,3099
4.051422595977783,62,3149
4.0299482345581055,63,3199
3.946476697921753,64,3249
3.955557346343994,65,3299
3.9480173587799072,66,3349
3.9473183155059814,67,3399
3.918367624282837,68,3449
3.9157907962799072,69,3499
3.9224624633789062,70,3549
3.9183969497680664,71,3599
3.897308588027954,72,3649
3.893899917602539,73,3699
3.897517681121826,74,3749
3.896608591079712,75,3799
3.900322198867798,76,3849
3.891685724258423,77,3899
3.9010536670684814,78,3949
3.8853342533111572,79,3999
3.873885154724121,80,4049
3.864236831665039,81,4099
3.8768420219421387,82,4149
3.866225004196167,83,4199
3.867767095565796,84,4249
3.9164035320281982,85,4299
3.9641854763031006,86,4349
3.874880313873291,87,4399
3.870849370956421,88,4449
3.8443992137908936,89,4499
3.841367721557617,90,4549
3.8227667808532715,91,4599
3.8259222507476807,92,4649
3.804830312728882,93,4699
3.8184990882873535,94,4749
3.809921979904175,95,4799
3.8088905811309814,96,4849
3.8105480670928955,97,4899
3.7944555282592773,98,4949
3.7880284786224365,99,4999
3.7866427898406982,100,5049
3.8046090602874756,101,5099
3.912971258163452,102,5149
3.8297834396362305,103,5199
3.7772860527038574,104,5249
3.775454521179199,105,5299
3.7682366371154785,106,5349
3.758953332901001,107,5399
3.757237434387207,108,5449
3.7583212852478027,109,5499
3.742966651916504,110,5549
3.758355140686035,111,5599
3.7540886402130127,112,5649
3.7550411224365234,113,5699
3.7443203926086426,114,5749
3.7270195484161377,115,5799
3.7496225833892822,116,5849
3.74067759513855,117,5899
3.7305071353912354,118,5949
3.7292959690093994,119,5999
3.704685688018799,120,6049
3.710812568664551,121,6099
3.7280688285827637,122,6149
3.704810380935669,123,6199
3.695779323577881,124,6249
3.7090702056884766,125,6299
3.7114179134368896,126,6349
3.848212242126465,127,6399
3.8286097049713135,128,6449
3.710923194885254,129,6499
3.678746223449707,130,6549
3.691469669342041,131,6599
3.67143177986145,132,6649
3.672171115875244,133,6699
3.67155385017395,134,6749
3.6650147438049316,135,6799
3.670346260070801,136,6849
3.658998727798462,137,6899
3.654597759246826,138,6949
3.654923915863037,139,6999
3.6476571559906006,140,7049
3.677614212036133,141,7099
3.7886223793029785,142,7149
3.701975107192993,143,7199
3.652510404586792,144,7249
3.6541635990142822,145,7299
3.626774787902832,146,7349
3.6285860538482666,147,7399
3.622020959854126,148,7449
3.5937578678131104,149,7499
3.6162688732147217,150,7549
3.618428945541382,151,7599
3.6068150997161865,152,7649
3.607276201248169,153,7699
3.6046454906463623,154,7749
3.6058402061462402,155,7799
3.5968592166900635,156,7849
3.588487148284912,157,7899
3.6076560020446777,158,7949
3.596123456954956,159,7999
3.690621852874756,160,8049
3.6659116744995117,161,8099
3.6619656085968018,162,8149
3.60111665725708,163,8199
3.585489273071289,164,8249
3.572103261947632,165,8299
3.55517578125,166,8349
3.554992437362671,167,8399
3.554668664932251,168,8449
3.557089328765869,169,8499
3.5511856079101562,170,8549
3.5475192070007324,171,8599
3.5207271575927734,172,8649
3.5218820571899414,173,8699
3.5269863605499268,174,8749
3.5378448963165283,175,8799
3.515333890914917,176,8849
3.518637180328369,177,8899
3.517141819000244,178,8949
3.5070223808288574,179,8999
3.5102219581604004,180,9049
3.510500192642212,181,9099
3.5162312984466553,182,9149
3.503227949142456,183,9199
3.491082191467285,184,9249
3.490115165710449,185,9299
3.4980828762054443,186,9349
3.4862494468688965,187,9399
3.575615167617798,188,9449
3.6485674381256104,189,9499
3.512021064758301,190,9549
3.5246567726135254,191,9599
3.597491502761841,192,9649
3.5141055583953857,193,9699
3.497041940689087,194,9749
3.450699806213379,195,9799
3.447338819503784,196,9849
3.4359560012817383,197,9899
3.4382007122039795,198,9949
3.4238638877868652,199,9999
