step,train_loss,epoch
49,3.155972480773926,0
99,2.4794352054595947,1
149,2.311171293258667,2
199,2.1867072582244873,3
249,2.1023542881011963,4
299,2.0503625869750977,5
349,1.9893543720245361,6
399,1.9638891220092773,7
449,1.9353941679000854,8
499,1.923233151435852,9
