train_loss,epoch,step
5.813912868499756,0,49
5.602166175842285,1,99
5.410494804382324,2,149
5.272624492645264,3,199
5.077880859375,4,249
4.988153457641602,5,299
4.798847198486328,6,349
4.71327543258667,7,399
4.688523769378662,8,449
4.6039934158325195,9,499
4.645787239074707,10,549
4.5816121101379395,11,599
4.470778465270996,12,649
4.453956127166748,13,699
4.438565731048584,14,749
4.48065710067749,15,799
4.426602840423584,16,849
4.419979095458984,17,899
4.295382499694824,18,949
4.325357913970947,19,999
4.2956719398498535,20,1049
4.241715908050537,21,1099
4.337719440460205,22,1149
4.352449417114258,23,1199
4.310544013977051,24,1249
4.218019008636475,25,1299
4.283957004547119,26,1349
4.19007682800293,27,1399
4.214539051055908,28,1449
4.150400638580322,29,1499
4.284271240234375,30,1549
4.20512580871582,31,1599
4.144425868988037,32,1649
4.112515449523926,33,1699
4.132038593292236,34,1749
4.111821174621582,35,1799
4.1199235916137695,36,1849
4.046494960784912,37,1899
4.082798004150391,38,1949
4.095474720001221,39,1999
4.057052135467529,40,2049
4.113401889801025,41,2099
4.017995834350586,42,2149
3.987086772918701,43,2199
3.9505770206451416,44,2249
3.968552827835083,45,2299
4.05750036239624,46,2349
3.947049617767334,47,2399
3.922482967376709,48,2449
3.8834311962127686,49,2499
3.944876194000244,50,2549
3.9087436199188232,51,2599
3.970757246017456,52,2649
4.008911609649658,53,2699
3.9415128231048584,54,2749
3.9972970485687256,55,2799
4.001221179962158,56,2849
3.909557819366455,57,2899
3.9705700874328613,58,2949
3.955120801925659,59,2999
3.877903461456299,60,3049
3.9349734783172607,61,3099
3.783453941345215,62,3149
3.89553165435791,63,3199
3.793534755706787,64,3249
3.8397231101989746,65,3299
3.882244825363159,66,3349
3.850301742553711,67,3399
3.8193066120147705,68,3449
3.7909305095672607,69,3499
3.9207231998443604,70,3549
3.764599323272705,71,3599
3.742403507232666,72,3649
3.8891427516937256,73,3699
3.895857572555542,74,3749
3.8014464378356934,75,3799
3.695070505142212,76,3849
3.6917426586151123,77,3899
3.7318191528320312,78,3949
3.7548611164093018,79,3999
3.8514251708984375,80,4049
3.6735312938690186,81,4099
3.6675727367401123,82,4149
3.6352713108062744,83,4199
3.6877777576446533,84,4249
3.8535983562469482,85,4299
3.9908852577209473,86,4349
3.7442407608032227,87,4399
3.7698001861572266,88,4449
3.809340476989746,89,4499
3.6469173431396484,90,4549
3.572089195251465,91,4599
3.6486008167266846,92,4649
3.5748865604400635,93,4699
3.5516934394836426,94,4749
3.574847459793091,95,4799
3.5855720043182373,96,4849
3.561476469039917,97,4899
3.5864813327789307,98,4949
3.761586904525757,99,4999
