train_loss,epoch,step
5.423123359680176,0,49
4.2271809577941895,1,99
3.926687240600586,2,149
3.701741933822632,3,199
3.648146867752075,4,249
3.5213730335235596,5,299
3.472369432449341,6,349
3.5119924545288086,7,399
3.351585626602173,8,449
3.3447389602661133,9,499
