step,train_loss,epoch
49,2.6229608058929443,0
99,1.9213342666625977,1
149,1.3622089624404907,2
199,1.0547758340835571,3
249,0.9509198069572449,4
299,0.9839047789573669,5
349,0.7116819620132446,6
399,0.8586828112602234,7
449,0.6775199174880981,8
499,0.6499331593513489,9
549,0.5574318170547485,10
599,0.6170735359191895,11
649,0.536700963973999,12
699,0.5901382565498352,13
749,0.5325528383255005,14
799,0.583301842212677,15
849,0.376760870218277,16
899,0.39955466985702515,17
949,0.36651381850242615,18
999,0.31126728653907776,19
1049,0.370035320520401,20
1099,0.33853089809417725,21
1149,0.402128666639328,22
1199,0.37632298469543457,23
1249,0.30962517857551575,24
1299,0.31760814785957336,25
1349,0.32841241359710693,26
1399,0.37689492106437683,27
1449,0.3230620324611664,28
1499,0.1968936324119568,29
1549,0.23093563318252563,30
1599,0.20334754884243011,31
1649,0.1754549741744995,32
1699,0.2753467261791229,33
1749,0.15416492521762848,34
1799,0.247090145945549,35
1849,0.19513565301895142,36
1899,0.2219180464744568,37
1949,0.11828484386205673,38
1999,0.1577940583229065,39
2049,0.2633465826511383,40
2099,0.11618807166814804,41
2149,0.0758185014128685,42
2199,0.14577269554138184,43
2249,0.09650716185569763,44
2299,-0.0005889016319997609,45
2349,0.025421733036637306,46
2399,-0.0008762177894823253,47
2449,0.003410778008401394,48
2499,0.08585009723901749,49
2549,0.05121121555566788,50
2599,-0.031077580526471138,51
2649,0.015676314011216164,52
2699,-0.008237633854150772,53
2749,-0.06626887619495392,54
2799,0.006643037777394056,55
2849,-0.11113262921571732,56
2899,-0.038254041224718094,57
2949,-0.1454315334558487,58
2999,-0.00826214998960495,59
3049,0.007817262783646584,60
3099,-0.14447616040706635,61
3149,-0.12707360088825226,62
3199,-0.11196760833263397,63
3249,0.047198325395584106,64
3299,-0.1753309667110443,65
3349,-0.07371680438518524,66
3399,-0.12455078214406967,67
3449,-0.012019462883472443,68
3499,-0.1276579201221466,69
3549,-0.08524259924888611,70
3599,-0.24313506484031677,71
3649,-0.15489482879638672,72
3699,-0.2460513710975647,73
3749,-0.13589172065258026,74
3799,-0.25258204340934753,75
3849,-0.22765733301639557,76
3899,-0.19086985290050507,77
3949,-0.2078290730714798,78
3999,-0.21083320677280426,79
4049,-0.2407720386981964,80
4099,-0.2712516486644745,81
4149,-0.23463088274002075,82
4199,-0.33441075682640076,83
4249,-0.3809804618358612,84
4299,-0.335803747177124,85
4349,-0.3065488338470459,86
4399,-0.2711459994316101,87
4449,-0.308308482170105,88
4499,-0.2530580759048462,89
4549,-0.37916335463523865,90
4599,-0.3641711473464966,91
4649,-0.25923970341682434,92
4699,-0.27591392397880554,93
4749,-0.2958575189113617,94
4799,-0.4002075493335724,95
4849,-0.2581390142440796,96
4899,-0.32651984691619873,97
4949,-0.37191498279571533,98
4999,-0.3638736605644226,99
